content,label,num_words,num_unique_words,words_vs_unique
"ton duc thang univ, fac accounting, ho chi minh city, vietnam",5,11,11,91.66666666666666
"ton duc thang univ, sustainable management nat resources & environm r, ho chi minh city, vietnam",5,16,16,94.11764705882352
"vnu hanoi univ sci, hanoi, vietnam",9,6,6,85.71428571428571
"vietnam natl univ, int ctr adv res global change, hanoi, vietnam",9,11,10,83.33333333333334
"vietnam acad sci & technol, inst marine biochem, adv ctr bioorgan chem, 18 hoang quoc viet, hanoi 100000, vietnam",1,19,18,90.0
"hue univ, quang tri campus, dong ha city, vietnam",7,9,9,90.0
"ton duc thang univ, fac appl sci, 19 nguyen huu tho st, ho chi minh city 700000, vietnam",5,18,18,94.73684210526315
"vnu univ, inst informat technol, hanoi, vietnam",9,7,7,87.5
"vnu univ sci, res ctr environm monitoring & modeling, 334 nguyen trai st, hanoi, vietnam",9,15,15,93.75
"ton duc thang univ, fac environm & labour safety, sustainable management nat resources & environm r, 19 nguyen huu tho str,dist 7, ho chi minh city, vietnam",5,27,25,89.28571428571429
"ha noi univ sci, cetasd, 334 nguyen trai, hanoi, vietnam",9,10,10,90.9090909090909
"vietnam acad sci & technol, inst trop biol, 85 tran quoc toan st,dis 3, ho chi minh 700000, vietnam",1,19,18,90.0
"vietnam acad sci & technol, ho chi minh city inst resources geog, ho chi minh city, vietnam",1,17,13,72.22222222222221
"vietnam natl univ, int univ, hcmc, quarter 6, ho chi minh city, vietnam",0,13,11,78.57142857142857
"vietnam natl univ, hanoi univ sci, fac chem, 19 thanh tong, hanoi 10000, vietnam",9,14,12,80.0
"hanoi univ sci & technol, sch elect engn, dept elect power syst, hanoi, vietnam",8,14,13,86.66666666666667
"vnuhcm univ sci, dept comp sci, ho chi minh city, vietnam",0,11,10,83.33333333333334
"duy tan univ, inst res & dev, k7-25 quang trung, danang city, vietnam",6,13,13,92.85714285714286
"vietnam acad sci & technol, southern inst ecol, hcmc 70000, vietnam",1,11,10,83.33333333333334
"ton duc thang univ, fac sci appl, 19 nguyen huu tho str, ho chi minh city, vietnam",5,17,17,94.44444444444444
"vietnam natl univ, geol, hanoi, vietnam",9,6,5,71.42857142857143
"int univ vietnam natl univ, quarter 6,linh trung ward, ho chi minh city, vietnam",0,14,13,86.66666666666667
"vietnam natl univ, ho chi minh city univ sci, fac biol biotechnol, 227 nguyen van cu,dist 5, ho chi minh city, vietnam",0,22,18,78.26086956521739
"vietnam acad sci & technol vast, inst chem, 18 hoang quoc viet,cau giay, hanoi 100000, vietnam",1,16,15,88.23529411764706
"vietnam natl univ, sch econ, hanoi, vietnam",9,7,6,75.0
"vietnam acad sci & technol, inst phys, 10 daotan, hanoi, vietnam",1,11,10,83.33333333333334
"vnu univ sci, hanoi, vietnam",9,5,5,83.33333333333334
"vietnam natl univ, univ informat technol, fac comp sci, ho chi minh city, vietnam",0,14,13,86.66666666666667
"hanoi univ sci & technol, sch chem engn, dept chem & proc engn, hanoi, vietnam",8,15,12,75.0
"ho chi minh city univ technol, fac mech engn, ward 14, 286 ly thuong kiet st,dist 10, ho chi minh city, vietnam",0,22,19,82.6086956521739
"hanoi univ sci & technol, dept text technol, dai co viet st, hanoi, vietnam",8,14,13,86.66666666666667
"hanoi univ sci & technol, sch econ & management, 9-82 chua lang st, hanoi, vietnam",8,15,14,87.5
"can tho univ technol, coll mech engn, 256 nguyen van cu st, can tho city, vietnam",4,16,14,82.35294117647058
"can tho univ technol, coll engn technol, can tho, vietnam",4,10,8,72.72727272727273
"vietnam natl univ, hist, hanoi, vietnam",9,6,5,71.42857142857143
"vietnam natl univ forest, southern campus,3-2 rd, trang bom, dong nai, vietnam",2,12,11,84.61538461538461
"ton duc thang univ, inst computat sci, div computat math & engn, tan phong ward, 19 nguyen huu tho st,dist 7, ho chi minh city, vietnam",5,26,25,92.5925925925926
"vietnam acad sci & technol, inst ecol & biol resources, insect ecol dept, 18 hoang quoc viet rd, hanoi, vietnam",1,20,17,80.95238095238095
"vietnam acad sci & technol, inst ecol & biol resources, dept nematol, 18 hoang quoc viet, hanoi, vietnam",1,18,16,84.21052631578947
"vast, grad univ sci & technol, 18 hoang quoc viet, hanoi, vietnam",1,12,12,92.3076923076923
"vietnam natl univ agr, fac biotechnol, dept biol, ngo xuan quang st, hanoi 100000, vietnam",3,15,14,87.5
"univ engn & technol, vnu hanoi, vietnam",9,7,7,87.5
"vietnam acad sci & technol, inst sci informat, 18 hoang quoc viet st, hanoi, vietnam",1,15,13,81.25
"hanoi univ sci & technol, navis ctr, 1 dai co viet, hanoi, vietnam",8,13,13,92.85714285714286
"vietnam natl univ, univ sci, lab canc res, ho chi minh city, vietnam",0,13,12,85.71428571428571
"hue univ, 03 le loi, hue, vietnam",7,7,7,87.5
"int univ vietnam natl univ ho chi minh city hcmc, sch elect engn, ho chi minh city, vietnam",0,18,13,68.42105263157895
"ton duc thang univ, ctr appl informat technol, ho chi minh city 700000, vietnam",5,14,14,93.33333333333333
"nam, nh; thu, hp, inst mat sci agh, hanoi 844, vietnam",1,11,11,91.66666666666666
"ho chi minh city univ technol, fac elect & elect engn, 268 ly thuong kiet str,dist 10, ho chi minh city, vietnam",0,22,18,78.26086956521739
"vietnam natl univ hcmc, sch med, res ctr genet & reprod hlth cgrh, ho chi minh city, vietnam",0,18,17,89.47368421052632
"duy tan univ, fac elect & elect engn, danang, vietnam",6,10,9,81.81818181818183
"hue univ, hue univ med & pharm, dept paediat, hue, vietnam",7,11,10,83.33333333333334
"vietnam acad sci & technol, algal biotechnol dept, inst biotechnol, 18 hoang quoc viet str, hanoi, vietnam",1,17,16,88.88888888888889
"ha noi univ sci & technol, sch engieering phys, dept gen phys, 1 dai co viet st, hanoi, vietnam",8,19,18,90.0
"vietnam natl univ, vnu univ sci, fac geol, dept geotech, 334 nguyen trai, hanoi, vietnam",9,15,14,87.5
"vietnam acad sci & technol, ist chem technol, ho chi minh city 700000, vietnam",1,14,12,80.0
"vast, inst marine biochem imbc, 18 hoang quoc viet, hanoi, vietnam",1,11,11,91.66666666666666
"ton duc thang univ, fac informat technol, div knowledge & syst engn ict, ho chi minh city, vietnam",5,18,18,94.73684210526315
"vietnam acad sci & technol, inst trop technol, 18 hoang quoc viet, hanoi 100000, vietnam",1,15,13,81.25
"vietnam natl univ, int univ, hcmc, dept math, saigon, vietnam",0,10,8,72.72727272727273
"ho chi minh city univ technol, fac petr & geol engn, earth resources & environm dept, 106 blg8,168 ly thuong kiet,dist 10, ho chi minh city, vietnam",0,27,23,82.14285714285714
"day tan univ, inst global hlth innovat, da nang, vietnam",6,10,10,90.9090909090909
"vietnam natl univ, univ engn & technol, fac informat technol, hanoi, vietnam",9,12,10,76.92307692307693
"ho chi minh city univ technol, fac comp sci & engieering, ho chi minh city, vietnam",0,16,13,76.47058823529412
"vietnam natl univ hanoi, univ econ & business, fac int business & econ, 144 xuan thuy, hanoi, vietnam",9,18,14,73.68421052631578
"vietnam natl univ, univ sci, fac math & comp sci, ho chi minh city, vietnam",0,15,13,81.25
"vietnam acad sci & technol vast, inst marine biochem, 18 hoang quoc viet, hanoi, vietnam",1,15,14,87.5
"vast, iebr, 18 hoang quoc viet, hanoi 10000, vietnam",1,9,9,90.0
"univ sci & technol hanoi, dept space & aeronaut, 18 hoang quoc viet, hanoi, vietnam",1,15,13,81.25
"vietnam acad sci & technol, inst chem technol, phys chem & anal lab, 01 mac dinh chi st,dist 1, ho chi minh city, vietnam",1,24,19,76.0
"hanoi univ sci & technol, sch chem engn, dept pharmaceut chem & pesticides technol, 1 dai co viet st, hanoi, vietnam",8,21,18,81.81818181818183
"ton duc thang univ, computat opt res grp, ho chi minh city 700000, vietnam",5,14,14,93.33333333333333
"vietnam natl univ, hanoi univ sci, fac chem, hanoi 10000, vietnam",9,11,9,75.0
"can tho univ, dept anim sci, coll agr & appl biol, can tho, vietnam",4,14,13,86.66666666666667
"vietnam acad sci & technol, dept bot, vietnam natl museum nat, hanoi, vietnam",1,13,11,78.57142857142857
"hanoi univ sci & technol, dept elect power syst, hanoi 100000, vietnam",8,12,11,84.61538461538461
"vietnamese acad sci & technol, inst geophys, hanoi, vietnam",1,9,9,90.0
"ho chi minh city univ technol, elect engn, ho chi minh city, vietnam",0,13,10,71.42857142857143
"hanoi univ sci vnu, dept math mech & informat, 334 nguyen trai, hanoi, vietnam",9,14,14,93.33333333333333
"ho chi minh city univ technol, fac comp sicence & engn, 268 ly thuong kiet,distr 10, ho chi minh city, vietnam",0,21,18,81.81818181818183
"ton duc thang univ, fac sci appl, ho chi minh, vietnam",5,11,11,91.66666666666666
"vietnam natl univ, univ sci, dept mol & environm biotechnol, ho chi minh city, vietnam",0,15,14,87.5
"hanoi univ sci & technol, inst engn phys, 1 dai co viet, hanoi, vietnam",8,14,14,93.33333333333333
"vietnam natl univ, vnu univ engn & technol, key lab micronano technol, 144 xuan thuy rd, hanoi, vietnam",9,18,16,84.21052631578947
"vast, ims, 18 hoang quoc viet st, hanoi, vietnam",1,9,9,90.0
"vietnam acad sci & technol, inst energy sci, hanoi, vietnam",1,10,9,81.81818181818183
"hue univ agr & forestry, fac anim husb & vet med, hue city, vietnam",7,14,12,80.0
"ho chi minh city univ technol, dept automat control, ho chi minh city, vietnam",0,14,11,73.33333333333333
"hue univ, inst biotechnol, rd 10, phu vang dist, thua thien hue, vietnam",7,13,13,92.85714285714286
"hanoi univ technol, sch environm sci & technol, 1 dai co viet rd, hanoi, vietnam",8,15,14,87.5
"vietnam natl univ, vnu univ sci, cetasd, 334 nguyen trai st, hanoi, vietnam",9,13,12,85.71428571428571
"hue univ, univ agr & forestry, fac forestry, 102 phung hung, hue, thua thien hue, vietnam",7,16,14,82.35294117647058
"hanoi univ sci & technol, mica inst, cnrs, umi2954,grenoble inp, hanoi, vietnam",8,12,12,92.3076923076923
"vietnam natl univ ho chi minh vnu hcm, ho chi minh city 721337, vietnam",0,14,10,66.66666666666666
"vietnam natl univ, fac pharm, sch med & pharm, 144 xuan thuy, hanoi, vietnam",9,14,12,80.0
"hue univ, coll educ, dept math, 34 le loi st, hue city, vietnam",7,13,12,85.71428571428571
"vietnam acad sci & technol, nhatrang inst technol res & applicat, nhatrang, vietnam",1,13,11,78.57142857142857
"viet nam natl univ, inst environm & resources, 142 to hien thanh st,ward 14,dist 10, ho chi minh city, vietnam",0,20,20,95.23809523809523
"hue univ med & pharm, fac nursing, hue, vietnam",7,9,9,90.0
"univ sci & technol hanoi, ictlab, vast, hanoi, vietnam",1,9,8,80.0
"vietnam acad sci & technol, inst phys, adv ctr phys, 18 hoang quoc viet, hanoi 100000, vietnam",1,17,15,83.33333333333334
"hanoi univ sci & technol, cnrs, umi2954, mica int res inst,grenoble inp, hanoi, vietnam",8,14,14,93.33333333333333
"vietnam acad sci & technol, inst nat prod chem, 1h,18 hoang quoc viet, hanoi, vietnam",1,15,14,87.5
"ton duc thang univ, fac sci appl, bone & muscle res div, nguyen huu tho st,dist 7, ho chi minh city, vietnam",5,22,22,95.65217391304348
"ton duc thang univ, wireless commun res grp wicom, ho chi minh city, vietnam",5,14,14,93.33333333333333
"vietnam natl univ, univ sci, fac chem, 227 nguyen van cu st,dist 5, ho chi minh city, vietnam",0,18,17,89.47368421052632
"hue univ med & pharm, hue city, thua thien hue, vietnam",7,11,10,83.33333333333334
"can tho univ med & pharm, fac basic sci, can tho, vietnam",4,12,11,84.61538461538461
"vietnam natl univ ho chi minh city, univ sci, 227 nguyen van cu, ho chi minh city, vietnam",0,18,12,63.1578947368421
"vietnam acad sci & technol, ims, 18 hoang quoc viet rd, hanoi, vietnam",1,13,12,85.71428571428571
"ton duc thang univ, computat chem res grp, ho chi minh city 778000, vietnam",5,14,14,93.33333333333333
"vietnamese acad sci & technol, inst biotechnol, hanoi, vietnam",1,9,9,90.0
"hue univ, fac environm engn technol, quang tri campus, dong ha city, vietnam",7,13,13,92.85714285714286
"vietnam acad sci & technol, inst chem, ba dinh city, vietnam",1,11,10,83.33333333333334
"hue univ sci, dept biol, 77 nguyen hue st, hue city, vietnam",7,12,10,76.92307692307693
"natl univ ho chi minh city, univ technol, fac chem engn, dept food technol, ho chi minh city, vietnam",0,19,13,65.0
"hanoi univ sci & technol, sch chem engn, bach khoa ward, bach khoa ward, 1 dai co viet str, hanoi, vietnam",8,21,18,81.81818181818183
"vietnam acad sci & technol, space technol inst, 18 hoang quoc viet st, hanoi, vietnam",1,15,14,87.5
"334 nguyen trai, hanoi, vietnam",9,5,5,83.33333333333334
"vietnam natl univ, univ nat sci, 227 nguyen cu,dist 1, ho chi minh city, hcmc, vietnam",0,16,15,88.23529411764706
"hue univ, coll sci, 77 nguyen hue st, hue city, vietnam",7,11,9,75.0
"viet nam natl univ, natl key lab polymer & composite mat, 268 ly thuong kiet,dist 10, ho chi minh city, vietnam",0,21,20,90.9090909090909
"ton duc thang univ, fac sci appl, fac appl sci, ho chi minh city, vietnam",5,15,14,87.5
"hanoi univ sci & technol, adv inst sci & technol, 1 dai co viet, hanoi, vietnam",8,16,13,76.47058823529412
"mist, inst informat technol, hanoi, vietnam",1,6,6,85.71428571428571
"vietnam acad sci & technol, inst marine biochem, 18 hoang quoc viet rd, hanoi, vietnam",1,15,14,87.5
"vietnam natl univ agr, fac environm sci, hanoi, vietnam",3,9,8,80.0
"univ technol, fac sci appl, ho chi minh city, vietnam",0,10,10,90.9090909090909
"inst trop biol, vnm herbarium, vast, 85 tran quoc toan st,dist 3, ho chi minh city, vietnam",1,17,17,94.44444444444444
"vietnam natl univ, univ sci, dept chem, ho chi minh city, vietnam",0,12,11,84.61538461538461
"can tho univ, coll agr & appl biol, can tho, vietnam",4,11,10,83.33333333333334
"vietnam acad sci & technol, dept plant resource, inst ecol & biol resources, hanoi, vietnam",1,15,13,81.25
"hanoi univ sci & technol, sch transportat engn, 1 dai co viet, hanoi, vietnam",8,14,14,93.33333333333333
"ton duc thang univ, dept management sci & technol dev, dist 7, ho chi minh city, vietnam",5,17,17,94.44444444444444
"vietnam acad sci & technol, hanoi 10307, vietnam",1,8,7,77.77777777777779
"vietnam acad sci & technol, inst marine biochem, 18 hoang quoc viet, hanoi 10000, vietnam",1,15,14,87.5
"vietnam natl univ, univ nat sci, 227 nguyen van cu rd,dist 5, ho chi minh city 10001, vietnam",0,18,17,89.47368421052632
"hue univ sci, dept chem, 77 nguyen hue, hue 531009, thua thien hue, vietnam",7,14,12,80.0
"ton duc thang univ, accounting fac, 19,nguyen huu tho st,tan phong war,7 dist, ho chi minh city, vietnam",5,18,18,94.73684210526315
"ho chi minh city univ technol, mircoelect lab, ho chi minh city, vietnam",0,13,10,71.42857142857143
"ho chi minh city univ, ho chi minh city, vietnam",0,10,7,63.63636363636363
"hanoi univ sci & technol, vietnam japan int inst sci & technol, 1 dai co viet rd, hanoi, vietnam",8,19,15,75.0
"vietnam natl univ, univ social sci & humanities, 10-12 dinh tien hoang st, ho chi minh city, vietnam",0,18,17,89.47368421052632
"ho chi minh city univ technol, ctr interdisciplinary res technol, ho chi minh city, vietnam",0,15,11,68.75
"can tho univ, dept mech engn, 3-2 st, can tho, vietnam",4,11,10,83.33333333333334
"vietnam natl univ, univ informat technol, dept comp engn, ho chi minh city, vietnam",0,14,13,86.66666666666667
"hanoi univ sci & technol, sch chem engn, 1 dai co viet, hanoi, vietnam",8,14,14,93.33333333333333
"vietnam acad sci & technol vast, nha trang inst technol & applicat nitra, 2 hung vuong st, nha trang city, vietnam",1,21,16,72.72727272727273
"hanoi univ sci & technol, dept nanosci & nanotechnol, adv inst sci & technol, hanoi 10000, vietnam",8,17,12,66.66666666666666
"vast, inst ecol & biol resources, hanoi, vietnam",1,8,8,88.88888888888889
"can tho univ technol, fac food technol & biotechnol, can tho 900000, vietnam",4,13,11,78.57142857142857
"vietnam acad sci & technol, inst appl mat sci, hochiminh city 700000, vietnam",1,13,12,85.71428571428571
"vietnam natl univ, int francophone inst, hanoi, vietnam",9,8,7,77.77777777777779
"can tho univ, coll agr & appl biol, dept agr genet & breeding, can tho city, vietnam",4,17,13,72.22222222222221
"vietnam natl univ hanoi, univ engn & technol, knowledge technol lab, hanoi, vietnam",9,13,10,71.42857142857143
"ton duc thang univ, fac appl sci, 19 nguyen huu tho st,tan phong ward,dist 7, ho chi minh city 700000, vietnam",5,21,21,95.45454545454545
"vietnam natl univ, nano & energy ctr, hanoi, vietnam",9,9,8,80.0
"univ sci, vnuhcm, fac biol & biotechnol, ho chi minh city, vietnam",0,12,12,92.3076923076923
"vietnam natl univ, vnu univ sci, 334 nguyen trai, hanoi, vietnam",9,11,10,83.33333333333334
"hue univ, coll econ, hue city, vietnam",7,7,6,75.0
"vnu univ sci, high sch gifted students, hanoi, vietnam",9,9,9,90.0
"hanoi univ sci & technol, dept data commun & comp networks, hanoi, vietnam",8,13,12,85.71428571428571
"vietnam natl univ, hanoi univ sci, fac biol, 334 nguyen trai rd, hanoi, vietnam",9,14,13,86.66666666666667
"hanoi natl univ, univ engn & technol, dept semicond nanomat & devices, hanoi, vietnam",9,14,13,86.66666666666667
"hue univ, inst biotechnol, hue 47000, vietnam",7,7,6,75.0
"vietnam natl univ ho chi minh city, inst environm & nat resources, ctr environm sci & ecol, ho chi minh city 760000, vietnam",0,23,17,70.83333333333334
"univ sci, fac informat technol, hanoi, vietnam",9,7,7,87.5
"vietnam natl univ, hanoi univ sci, fac phys, hanoi, vietnam",9,10,9,81.81818181818183
"can tho univ, coll aquaculture & fisheries, dept appl hydrobiol, can tho, vietnam",4,13,12,85.71428571428571
"hanoi univ sci & technol, int res inst mica, hust cnrs umi grenoble inp 2954, hanoi, vietnam",8,17,17,94.44444444444444
"ho chi minh city open univ, fac informat technol, ho chi minh city, vietnam",0,14,11,73.33333333333333
"vietnam japan univ, infrastruct engn program, vnu hanoi, my dinh 1, hanoi, vietnam",9,13,11,78.57142857142857
"ho chi minh city univ technol, dept civil engn, ho chi minh city, vietnam",0,14,11,73.33333333333333
"hue univ sci, ctr coastal management & dev studies, thua thien hue 8454, vietnam",7,14,13,86.66666666666667
"vietnam acad sci & technol, inst ecol & biol resources, hanoi 10000, vietnam",1,13,11,78.57142857142857
"vnu univ engn & technol, vnu key lab smart integrated syst sislab, hanoi, vietnam",9,14,13,86.66666666666667
"vast, ctr high technol dev, 18 hoang quoc viet, hanoi, vietnam",1,11,11,91.66666666666666
"ton duc thang univ, fac elect & elect engn, power syst optimizat res grp, nguyen huu tho st,vietnam 19,dist 7, ho chi minh city, vietnam",5,25,24,92.3076923076923
"hue univ, inst biotechnol, 7 hanoi st, hue 47000, vietnam",7,10,9,81.81818181818183
"hanoi univ sci, hanoi, vnu, vietnam",9,6,6,85.71428571428571
"duy tan univ, inst res & dev, danang, vietnam",6,9,9,90.0
"can tho univ, dept sci affairs, 3-2 st, can tho city, vietnam",4,12,10,76.92307692307693
"can tho univ technol, dept elect engn, can tho, vietnam",4,10,9,81.81818181818183
"viet nam acad sci & technol, inst phys, 10 dao tan, hanoi 100000, vietnam",1,14,14,93.33333333333333
"vietnam natl univ, hanoi univ sci, dept phys, 334 nguyen trai st, hanoi, vietnam",9,14,13,86.66666666666667
"ha noi natl univ, coll sci, fac phys, 334 nguyen trai rd, hanoi, vietnam",9,14,14,93.33333333333333
"hue univ, dept hematol, hue, vietnam",7,6,6,85.71428571428571
"vietnam acad sci & technol, hanoi inst math, 18 hoang quoc viet, hanoi 10307, vietnam",1,15,13,81.25
"vietnamese acad sci & technol, hanoi inst geophys, hanoi 100803, vietnam",1,11,10,83.33333333333334
"duytan univ, k7-25 quangtrung, danang, vietnam",6,6,6,85.71428571428571
"hanoi univ sci & technol, sch mech engn, dept mat cutting & ind instrument, hanoi, vietnam",8,16,15,88.23529411764706
"vietnam acad sci & technol, nha trang inst technol res & applicat, nha trang city, khanh hoa provi, vietnam",1,19,15,75.0
"vietnam natl univ, fac math mech & informat, 334 nguyen trai str, hanoi, vietnam",9,14,13,86.66666666666667
"vnu hanoi univ sci, hanoi, vietnam",9,6,6,85.71428571428571
"vietnam acad sci & technol, mientrung inst sci res, hue 8454, vietnam",1,12,10,76.92307692307693
"vietnam natl univ, int univ, sch comp sci & engn, ho chi minh city, vietnam",0,15,13,81.25
"vietnam natl univ agr, ctr interdisciplinary res rural dev cirrd, hanoi, vietnam",3,12,11,84.61538461538461
"can tho univ technol, can tho, vietnam",4,7,6,75.0
"hochiminh city univ technol, hochiminh city, vietnam",0,7,6,75.0
"univ sci & technol hanoi, 18 hoang quoc viet rd, hanoi, vietnam",1,12,11,84.61538461538461
"vietnam natl univ agr, entomol dept, hanoi, vietnam",3,8,7,77.77777777777779
"vietnam acad sci & technol, grad univ sci & technol, educ & serv bldg,18 hoang quoc viet, hanoi, vietnam",1,19,14,70.0
"vietnam acad sci & technol, ctr informat & comp cic, 18 hoang quoc viet cau giay, hanoi, vietnam",1,18,16,84.21052631578947
"ho chi minh city univ technol, dept ind management, ho chi minh city, vietnam",0,14,11,73.33333333333333
"vietnam natl univ, univ technol & engn, hanoi, vietnam",9,9,8,80.0
"hanoi univ sci & technol, sch heat engn & refrigerat, hanoi, vietnam",8,12,11,84.61538461538461
"ton duc thang univ, appl anal res grp, fac math & stat, ho chi minh city, vietnam",5,17,17,94.44444444444444
"vast, inst biotechnol ibt, hanoi, vietnam",1,6,6,85.71428571428571
"vietnam acad sci & technol, inst trop biol, 85 tran quoc toan st,3th dist, ho chi minh city, vietnam",1,19,18,90.0
"duy tan univ, inst res & dev, p809-k7-25, quang trung 550000, danang, vietnam",6,13,13,92.85714285714286
"ton duc thang univ, comp chem res grp, ho chi minh city 778000, vietnam",5,14,14,93.33333333333333
"viet nam natl univ ho chi minh city, board & postgrad dept, 6 quarter, ho chi minh city, vietnam",0,19,15,75.0
"vast, vietnam natl museum nat, hanoi, vietnam",1,7,6,75.0
"vietnam natl univ ho chi minh city, lab nanotechnol lnt, linh trung ward, community 6, ho chi minh city, vietnam",0,20,15,71.42857142857143
"vietnamese acad sci & technol, inst trop technol, 18 hoang quoc viet rd, hanoi, vietnam",1,15,14,87.5
"can tho univ, sch educ, dept phys, can tho city, vietnam",4,11,9,75.0
"vietnam forestry adm, nat dept, hanoi, vietnam",2,7,6,75.0
"vietnam natl univ, dept math, 334 nguyen trai, hanoi, vietnam",9,10,9,81.81818181818183
"univ sci & technol hanoi vietnam france univ, dept adv mat sci & nanotechnol, 18 hoang quoc viet, hanoi, vietnam",1,20,17,80.95238095238095
"vietnam natl univ, ho chi minh city univ technol, dept elect, ho chi minh city, vietnam",0,16,12,70.58823529411765
"vietnam natl univ, iti, hanoi, vietnam",9,6,5,71.42857142857143
"hanoi univ sci, ctr high performance comp, hanoi, vietnam",9,9,9,90.0
"hanoi univ sci & technol, inst mat sci & engn, hanoi, vietnam",8,12,10,76.92307692307693
"vietnam natl univ, univ educ, 144 xuan thuy rd, hanoi, vietnam",9,11,10,83.33333333333334
"hanoi univ sci & technol hust, sch engn phys sep, hanoi 100000, vietnam",8,13,12,85.71428571428571
"vietnam natl univ, fac chem, hanoi 19 le thanh tong st, hanoi 100000, vietnam",9,14,12,80.0
"vietnam acad sci & technol, inst biotechnol ibt, 18 hoang quoc viet, hanoi, vietnam",1,14,13,86.66666666666667
"vietnam natl univ agr, fac vet sci, hanoi, vietnam",3,9,8,80.0
"vietnam natl univ ho chi minh city, ho chi minh city univ technol, dept aerosp engn, ho chi minh city 740015, vietnam",0,22,13,56.52173913043478
"vietnam acad sci & technol, inst trop biol, ho chi minh city, vietnam",1,13,12,85.71428571428571
"vietnam natl univ, ctr nat resources & environm studies, 19 le thanh tong st, hanoi, vietnam",9,16,15,88.23529411764706
"hue univ med & pharm, inst community hlth res, hue, vietnam",7,11,11,91.66666666666666
"vietnam acad sci & technol, geol inst, hanoi, vietnam",1,9,8,80.0
"vietnam acad sci & technol, inst marine geol & geophys, 18 hoang quoc viet str, hanoi, vietnam",1,17,15,83.33333333333334
"can tho univ, sch educ, dept phys, can tho, vietnam",4,10,9,81.81818181818183
"hochiminh city univ technol, fac informat technol, hochiminh city, vietnam",0,10,8,72.72727272727273
"vietnam acad, inst ecol & biol resources, 18,hoangquocviet, hanoi, vietnam",1,10,9,81.81818181818183
"hanoi univ sci & technol, sch chem engn, c4-306, hanoi, vietnam",8,11,11,91.66666666666666
"ton duc thang univ, fac elect & elect engn, 19 nguyen huu tho st,dist 7, ho chi minh city, vietnam",5,20,19,90.47619047619048
"vietnam natl univ hanoi, fac biol sci, dept genet, 334 nguyen trai st, hanoi, vietnam",9,15,13,81.25
"vietnam acad sci & technol, ctr high technol dev, lab dev adv mat technol, 2b bldg,18 hoang quoc viet rd, hanoi 122102, vietnam",1,23,21,87.5
"ton duc thang univ, fac civil engn, sustainable dev civil engn res grp, ho chi minh city, vietnam",5,18,17,89.47368421052632
"vietnam japan univ, masters program environm engn, my dinh 1, hanoi, vietnam",9,12,11,84.61538461538461
"vietnam acad sci & technol, inst appl mech & informat, 01 mac dinh chi,q1, hcm city, vietnam",1,17,15,83.33333333333334
"vietnam natl univ, hcm int univ, dept phys, block 6,linh trung ward, hcm city, vietnam",0,15,12,75.0
"grad univ sci & technol, vietnam acad sci & technol, hanoi 100000, vietnam",1,13,9,64.28571428571429
"vietnam natl univ ho chi minh city, int univ, sch biotechnol, ho chi minh, vietnam",0,15,12,75.0
"hue univ, hue city, vietnam",7,5,4,66.66666666666666
"vietnam natl univ hcmc, int univ, ho chi minh, vietnam",0,10,9,81.81818181818183
"duytan univ, inst res & dev, k7-25 quang trung st, da nang city, vietnam",6,14,14,93.33333333333333
"vietnam natl univ agr, fac environm, dept environm management, hanoi, vietnam",3,11,10,83.33333333333334
"hanoi natl univ, dept phys, 334 nguyen trai, hanoi, vietnam",9,10,10,90.9090909090909
"vast, iet, hanoi, vietnam",1,4,4,80.0
"vietnamese acad sci & technol, nhatrang inst technol res & applicat, 2 hung vuong st, nha trang, vietnam",1,18,17,89.47368421052632
"hanoi univ sci & technol, aist, dept nanosci & nanotechnol, hanoi 10000, vietnam",8,13,11,78.57142857142857
"hue univ coll educ, dept phys, 34 le loi str, hue city, vietnam",7,13,12,85.71428571428571
"cantho univ technol, can tho, vietnam",4,6,6,85.71428571428571
"vietnam acad sci & technol, iebr, hanoi, vietnam",1,8,7,77.77777777777779
"ton duc thang univ, fac elect & elect engn, modeling evolutionary algorithms simulat & artif, ho chi minh city, vietnam",5,20,18,85.71428571428571
"viet nam natl univ, dept math, coll sci, hanoi, vietnam",9,10,10,90.9090909090909
"duy tan univ, dept nat sci, k7-25 quang trung, danang, vietnam",6,11,11,91.66666666666666
"ho chi minh city vocat coll, 38 tran khanh du,dist 1, ho chi minh city 10001, vietnam",0,17,13,72.22222222222221
"vietnam natl univ agr, fac land management, dept land management, hanoi, vietnam",3,12,9,69.23076923076923
"viet nam acad sci & technol, inst phys, hanoi, vietnam",1,10,10,90.9090909090909
"vietnam natl univ hochiminh city, int univ, thu duc, ho chi minh, vietnam",0,13,12,85.71428571428571
"hanoi univ sci & technol, dept power syst, hanoi, vietnam",8,10,10,90.9090909090909
"vietnam natl univ, hanoi univ sci, dept chem, hanoi, vietnam",9,10,9,81.81818181818183
"vnu hanoi univ sci, fac math mech informat, hanoi, vietnam",9,10,10,90.9090909090909
"vietnam acad sci & technol, inst trop technol, hanoi, vietnam",1,10,8,72.72727272727273
"vietnam natl univ, univ technol, fac mech engn, ho chi minh city, vietnam",0,13,12,85.71428571428571
"vietnam natl univ agr, inst agrobiol, hanoi, vietnam",3,8,7,77.77777777777779
"vietnam acad sci & technol, inst trop technol, 18 hoang quoc viet, hanoi 122000, vietnam",1,15,13,81.25
"ha noi univ technol, 1 dai co viet str, hanoi, vietnam",8,11,11,91.66666666666666
